Siid;Sigle;Type;Principale;Nom du responsable;Prénom du responsable;Date début fonction;Date fin fonction;Type fonction;CRI;Site;Statut actuel;Date début statut actuel;Date fin statut actuel;Libellé français;Libellé anglais;Domaine français;Domaine anglais;Thème français;Thème anglais;Partenaires (sigles);Partenaires (libellés);Institut(s) CNRS impliqué(s);Laboratoires (sigles);Laboratoires (libellés);Date de création;Date d'arrêt;Dates d'évaluations;Num. national;idHAL;Décisions INRIA;Code structure;Mots clés (français);Mots clés (anglais);
"SR0048BR";"MADYNES";"EP";principal;"Chrisment";"Isabelle";"01-07-2014";"31-12-2015";"Par intérim";"Centre Inria de l'Université de Lorraine";"Centre Inria de l'Université de Lorraine";"Terminée";"31/12/2016";"";"Supervision des réseaux et services dynamiques";"Management of dynamic networks and services";"Réseaux, systèmes et services, calcul distribué";"Networks, Systems and Services, Distributed Computing";"Réseaux et télécommunications";"Networks and Telecommunications";"CNRS, U. DE LORRAINE";"CNRS, Université de Lorraine";"";"LORIA [CNRS, INRIA]";"Laboratoire lorrain de recherche en informatique et ses applications (LORIA)";"01/02/2004";"31/12/2016";"21/03/2012, 23/03/2016";"200418297A";"";"4030-C, 6566-P, 9107-P, 10180-CR, 10181-N, 11370-?, 11959-P, 11985-F";"051018-0";"gestion de réseaux, gestion de services, monitorage, configuration, performances, sécurité";"network and service management, monitoring, configuration, security, perfomance";
"SR0777ER";"MADYNES";"Equipe";principal;"Chrisment";"Isabelle";"01-01-2017";"31-12-2017";"Principal";"Centre Inria de l'Université de Lorraine";"Centre Inria de l'Université de Lorraine";"Terminée";"31/12/2017";"";"Supervision des réseaux et services dynamiques";"Management of dynamic networks and services";"Réseaux, systèmes et services, calcul distribué";"Networks, Systems and Services, Distributed Computing";"Réseaux et télécommunications";"Networks and Telecommunications";"";"";"";"";"";"19/01/2017";"31/12/2017";"";"200418297A";"";"11959-C, 12608-F";"051018-0";"gestion de réseaux, gestion de services, monitorage, configuration, performances, sécurité";"network and service management, monitoring, configuration, security, perfomance";
"SR0160OR";"MAESTRO";"EP";principal;"Jean-marie";"Alain";"01-10-2014";"31-12-2016";"Par intérim";"Centre Inria d'Université Côte d'Azur";"Centre Inria d'Université Côte d'Azur";"Terminée";"31/12/2016";"";"modèles pour l'analyse des performances et le contrôle des réseaux";"Models for the performance analysis and the control of networks";"Réseaux, systèmes et services, calcul distribué";"Networks, Systems and Services, Distributed Computing";"Réseaux et télécommunications";"Networks and Telecommunications";"";"";"";"";"";"01/10/2003";"31/12/2016";"21/03/2012, 23/03/2016";"200318392H";"";"3993-C, 4610-P, 6566-P, 9107-P, 10377-N, 10376-CR, 11986-F";"041019-0";"Evaluation des performances, processus stochastiques, théorie des files d'attente, théorie de la décision, théorie des jeux, réseaux (IP, sans fil, ad hoc, pair-à-pair, etc.)";"Performance evaluation, stochastic processes, queueing theory, Markov decision theory, game theory, networks (IP, wireless, ad hoc, peer-to-peer, etc.)";
"SR0160OR";"MAESTRO";"EP";;"Jean-marie";"Alain";"01-10-2014";"31-12-2016";"Par intérim";"Centre Inria d'Université Côte d'Azur";"Montpellier - LIRMM";"Terminée";"31/12/2016";"";"modèles pour l'analyse des performances et le contrôle des réseaux";"Models for the performance analysis and the control of networks";"Réseaux, systèmes et services, calcul distribué";"Networks, Systems and Services, Distributed Computing";"Réseaux et télécommunications";"Networks and Telecommunications";"";"";"";"";"";"01/10/2003";"31/12/2016";"21/03/2012, 23/03/2016";"200318392H";"";"3993-C, 4610-P, 6566-P, 9107-P, 10377-N, 10376-CR, 11986-F";"041019-0";"Evaluation des performances, processus stochastiques, théorie des files d'attente, théorie de la décision, théorie des jeux, réseaux (IP, sans fil, ad hoc, pair-à-pair, etc.)";"Performance evaluation, stochastic processes, queueing theory, Markov decision theory, game theory, networks (IP, wireless, ad hoc, peer-to-peer, etc.)";
"SR0952DR";"MAGELLAN";"EP";principal;"Pierre";"Guillaume";"01-01-2024";"";"Principal";"Centre Inria de l'Université de Rennes";"Centre Inria de l'Université de Rennes";"Décision signée";"01/01/2024";"31/12/2027";"Infrastructures Informatiques Fiables, Responsables, et Décentralisées";"Reliable and Responsible Decentralized Computing Infrastructures";"Réseaux, systèmes et services, calcul distribué";"Networks, Systems and Services, Distributed Computing";"Systèmes distribués et intergiciels";"Distributed Systems and middleware";"CNRS, ENS RENNES, INSA RENNES, U. RENNES";"CNRS, École normale supérieure de Rennes, Institut national des sciences appliquées de Rennes, Université de Rennes";"INS2I";"IRISA [U. RENNES 1, CNRS, INRIA, INSA RENNES, CENTRALESUPELEC, ENS RENNES, INSTITUT MINES-TELECOM, UBS]";"Institut de recherche en informatique et systèmes aléatoires (IRISA)";"01/01/2024";"31/12/2027";"";"202424471Z";"";"16637-C";"031141-0";"";"cloud computing, edge/fog computing, IT frugality, evaluation methodologies";
"SR0005GR";"MAGIQUE-3D";"EP";principal;"Barucq";"Helene";"01-07-2007";"";"Principal";"Centre Inria de l'université de Bordeaux";"Université de Pau et Pays de l'Adour";"Terminée";"01/02/2021";"";"Modélisation Avancée en GéophysIQUE 3D";"Advanced 3D Numerical Modeling in Geophysics";"Santé, biologie et planète numériques";"Digital Health, Biology and Earth";"Sciences de la planète, de l'environnement et de l'énergie";"Earth, Environmental and Energy Sciences";"U. PAU (UPPA), CNRS";"Université de Pau et des Pays de l'Adour, CNRS";"INSMI";"LMAP [U. PAU (UPPA), CNRS]";"Laboratoire de mathématiques et de leurs applications (LMAP)";"01/07/2007";"01/02/2021";"18/03/2010, 18/03/2014, 13/03/2018";"200718255S";"";"5665-C, 8095-P, 10554-P, 13246-P, 14063-F, 14311-P, 14478-P, 14576-P, 14683-F";"091024-0";"";"";
"SR0550PR";"MAGNET";"Equipe";principal;"Tommasi";"Marc";"01-01-2013";"30-06-2014";"Principal";"Centre Inria de l'Université de Lille";"Centre Inria de l'Université de Lille";"Terminée";"01/05/2016";"";"Machine Learning in Information Networks";"Machine Learning in Information Networks";"Perception, Cognition, Interaction";"Perception, Cognition and Interaction";"Représentation et traitement des données et des connaissances";"Data and Knowledge Representation and Processing";"";"";"";"";"";"01/01/2013";"01/05/2016";"";"201321079K";"";"9085-C, 10149-P, 11052-P, 11365-P, 11592-F";"101044-0";"Réseaux d'information, Apprentissage automatique, graphes";"Information networks, Machine Learning, graphs";
"SR0739PR";"MAGNET";"EP";principal;"Tommasi";"Marc";"01-05-2016";"";"Principal";"Centre Inria de l'Université de Lille";"Centre Inria de l'Université de Lille";"Décision signée";"01/05/2016";"31/12/2024";"Machine Learning in Information Networks";"Machine Learning in Information Networks";"Perception, Cognition, Interaction";"Perception, Cognition and Interaction";"Représentation et traitement des données et des connaissances";"Data and Knowledge Representation and Processing";"CNRS, UNIVERSITE DE LILLE";"CNRS, Université de Lille";"INS2I";"CRISTAL [E. CENTRALE LILLE, U. LILLE 1 (USTL), U. LILLE 3 (UCDG), CNRS, INRIA]";"Centre de Recherche en Informatique, Signal et Automatique de Lille";"01/05/2016";"31/12/2024";"03/10/2019";"201321079K";"";"11581-C, 14331-P, 16994-P";"101044-1";"Apprentissage automatique, graphes, apprentissage et optimisation fédérés et décentralisés, respect de la vie privée, équité, Apprentissage éthique et acceptable, traitement automatique du language";"Machine learning, graphs, decentralized/federated learning and optimization, privacy preserving ML, fairness in ML, Ethical ML, natural language processing.";
"SR0354IR";"MAGNOME";"EP";principal;"Sherman";"David";"01-07-2009";"31-12-2014";"Principal";"Centre Inria de l'université de Bordeaux";"Centre Inria de l'université de Bordeaux";"Terminée";"31/12/2014";"";"Models and Algorithms for the Genome";"Models and Algorithms for the Genome";"Santé, biologie et planète numériques";"Digital Health, Biology and Earth";"Biologie numérique";"Computational Biology";"U. DE BORDEAUX, CNRS";"Université de Bordeaux, CNRS";"";"LABRI [CNRS]";"Laboratoire Bordelais de Recherche en Informatique (LaBRI)";"01/07/2009";"31/12/2014";"08/10/2009, 17/10/2013";"200919004X";"";"6940-C, 10643-F";"091012-1";"génomique comparée, modélisation de systèmes biologiques";"comparative genomics, modeling of biological systems";
"SR0043DR";"MAGRIT";"EP";principal;"Berger";"Marie-odile";"03-04-2006";"31-12-2015";"Principal";"Centre Inria de l'Université de Lorraine";"Centre Inria de l'Université de Lorraine";"Terminée";"31/12/2018";"";"Augmentation visuelle d'environnements complexes";"Visual Augmentation of Complex Environments";"Perception, Cognition, Interaction";"Perception, Cognition and Interaction";"Vision, perception et interprétation multimedia";"Vision, perception and multimedia interpretation";"CNRS, U. DE LORRAINE";"CNRS, Université de Lorraine";"";"LORIA [CNRS, INRIA]";"Laboratoire lorrain de recherche en informatique et ses applications (LORIA)";"03/04/2006";"31/12/2018";"20/10/2010, 16/10/2014, 03/10/2018";"200618292L";"";"5021-C, 5085-M, 7633-P, 8096-P, 11314-P";"051019-1";"vision par ordinateur, réalité augmentée, imagerie médicale, point de   vue, calibration, reconstruction";"computer vision, augmented reality, medical imaging, viewpoint, calibration, reconstruction";
"SR0861DR";"MAGRIT";"";principal;"Berger";"Marie-odile";"01-01-2019";"31-12-2020";"Principal";"Centre Inria de l'Université de Lorraine";"Centre Inria de l'Université de Lorraine";"Terminée";"30/11/2020";"";"Augmentation visuelle d'environnements complexes";"Visual Augmentation of Complex Environments";"Perception, Cognition, Interaction";"Perception, Cognition and Interaction";"Vision, perception et interprétation multimedia";"Vision, perception and multimedia interpretation";"";"";"";"";"";"01/01/2019";"30/11/2020";"";"201922967L";"";"13285-C, 14038-P, 14235-P, 14329-P, 14445-P, 14548-F";"051019-1";"vision par ordinateur, réalité augmentée, imagerie médicale, point de   vue, calibration, reconstruction";"computer vision, augmented reality, medical imaging, viewpoint, calibration, reconstruction";
"SR0041LR";"MAIA";"EP";principal;"Charpillet";"Francois";"01-09-2002";"31-12-2014";"Principal";"Centre Inria de l'Université de Lorraine";"Centre Inria de l'Université de Lorraine";"Terminée";"31/12/2014";"";"Machine intelligente et autonome";"Autonomous intelligent machine";"Perception, Cognition, Interaction";"Perception, Cognition and Interaction";"Représentation et traitement des données et des connaissances";"Data and Knowledge Representation and Processing";"CNRS, U. DE LORRAINE";"CNRS, Université de Lorraine";"";"LORIA [CNRS, INRIA]";"Laboratoire lorrain de recherche en informatique et ses applications (LORIA)";"01/09/2002";"31/12/2014";"11/10/2011";"200218290B";"";"3689-C, 6567-P, 8929-P";"051020-0";"intelligence artificielle,agent intelligent,modele de decision markovien,mdp,pomdp";"";
"SR0903YR";"MAKUTU";"EP";principal;"Barucq";"Helene";"01-02-2021";"";"Principal";"Centre Inria de l'université de Bordeaux";"Université de Pau et Pays de l'Adour";"Décision signée";"01/02/2021";"31/12/2027";"Modélisation et simulation de la propagation des ondes fondées sur des mesures expérimentales pour caractériser des milieux géophysiques et héliophysiques et concevoir des objets complexes";"Experimental-based modeling and simulation of wave propagation to characterize geophysical and heliophysical media and to design complex objects";"Santé, biologie et planète numériques";"Digital Health, Biology and Earth";"Sciences de la planète, de l'environnement et de l'énergie";"Earth, Environmental and Energy Sciences";"BORDEAUX INP, U. PAU (UPPA), CNRS, TOTALENERGIES";"Institut Polytechnique de Bordeaux, Université de Pau et des Pays de l'Adour, CNRS, TotalEnergies";"INSMI";"LMAP [U. PAU (UPPA), CNRS]";"Laboratoire de mathématiques et de leurs applications (LMAP)";"01/02/2021";"31/12/2027";"01/12/2022";"202123948U";"";"14675-C, 15284-M, 15815-P, 16820-P";"091069-0";"";"Modeling, simulation and control, Methods in mathematical modeling, Continuous Modeling (PDE, ODE), Multiscale modeling, Multiphysics modeling, Scientific computing, Numerical Analysis & Optimization, Numerical analysis of PDE and ODE, High performance computing, Inverse problems, Mathematical modeling for physical sciences, Solid mechanics, Waves, Environment and planet, Geosciences, Earth and subsoil, Energy";
"SR0950LR";"MALICE";"EP";principal;"Sebban";"Marc";"01-12-2023";"";"Principal";"Centre Inria de Lyon";"Université Jean Monnet Saint-Etienne - Laboratoire Hubert Curien";"Décision signée";"01/12/2023";"30/11/2027";"Apprentissage automatique avec intégration des connaissances en ingénierie de surface : théorie et algorithmes";"MAchine Learning with Integration of surfaCe Engineering knowledge: Theory and Algorithms";"Mathématiques appliquées, calcul et simulation";"Applied Mathematics, Computation and Simulation";"Optimisation, apprentissage et méthodes statistiques";"Optimization, machine learning and statistical methods";"CNRS, UJM";"CNRS, Université Jean Monnet Saint-Etienne";"INSIS";"LABHC []";"Laboratoire Hubert Curien (LabHC)";"01/12/2023";"30/11/2027";"";"202324465X";"";"16596-C";"121030-0";"Apprentissage automatique informée par la physique";"Physics-informed Machine Learning";
"SR0604MR";"MAMBA";"Equipe";principal;"Doumic-jauffret";"Marie";"01-01-2014";"31-12-2014";"Principal";"Centre Inria de Paris";"Rocquencourt";"Terminée";"31/05/2015";"";"Modelling and Analysis for Medical and Biological Applications";"Modelling and Analysis for Medical and Biological Applications";"Santé, biologie et planète numériques";"Digital Health, Biology and Earth";"Modélisation et commande pour le vivant";"Modeling and Control for Life Sciences";"CNRS, UPMC";"CNRS, Université Pierre et Marie Curie";"";"LJLL [UPMC, CNRS]";"Laboratoire Jacques-Louis Lions (LJLL)";"01/01/2014";"31/05/2015";"15/05/2022";"201421109N";"";"9666-C, 10488-P";"021008-1";"optimisation thérapeutique; régénération du foie; biomécanique numérique; populations structurées; modélisation du cancer; analyse numérique; agrégation de protéines; problèmes inverses; modèles individus-centrés;";"Structured populations; cancer modelling; protein aggregation; inverse problems; numerical analysis; computational biomechanics; individual-based models; liver regeneration; therapeutic optimization";
"SR0604MR";"MAMBA";"Equipe";;;;;;;"Centre Inria de Paris";"Sorbonne Université";"Terminée";"31/05/2015";"";"Modelling and Analysis for Medical and Biological Applications";"Modelling and Analysis for Medical and Biological Applications";"Santé, biologie et planète numériques";"Digital Health, Biology and Earth";"Modélisation et commande pour le vivant";"Modeling and Control for Life Sciences";"CNRS, UPMC";"CNRS, Université Pierre et Marie Curie";"";"LJLL [UPMC, CNRS]";"Laboratoire Jacques-Louis Lions (LJLL)";"01/01/2014";"31/05/2015";"15/05/2022";"201421109N";"";"9666-C, 10488-P";"";"optimisation thérapeutique; régénération du foie; biomécanique numérique; populations structurées; modélisation du cancer; analyse numérique; agrégation de protéines; problèmes inverses; modèles individus-centrés;";"Structured populations; cancer modelling; protein aggregation; inverse problems; numerical analysis; computational biomechanics; individual-based models; liver regeneration; therapeutic optimization";
